playerid,Name_x,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,MLBAMID,Name_y,Pos,Bats,Thr,Prev Team,Age,Service Time,2023 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
18335,Josh Staumont,KCR,0,0,0,21,1,20.0,10.80000103,5.850000558,0.450000043,0.306122449,0.64189189,0.479166666,0.058823529,5.400000515,4.45,3.755040407,4.51038947,0.171094224,0.46666667,95.85934121,-0.015427906,,,,0.10833333,96.72691306,0.392682292,,,,0.20277778,86.04615763,2.073631905,0.21944444,82.27831413,0.429787882,,,,0.00277778,88.97329712,-0.038701233,,,,,,,,,100.5625,112.3706587,101.6025,105.8372775,,,,107.6062315,90.40316536,94.37360722,,622251,Josh Staumont,RP,R,R,KCR,30,4.072,0.171094224,,,0,,,MIN,1.0,950000.0,950000.0
18356,Jaime Barria,LAA,2,6,0,34,6,82.1,6.777328354,3.279352429,2.186234953,0.286290323,0.63157895,0.36329588,0.166666666,5.684210877,5.41,6.072854299,5.324702963,-0.68537946,0.30814815,92.92308397,-8.540608659,,,,0.04666667,92.18593828,-4.247462276,0.14,84.52725849,1.375611003,0.50518519,85.77685976,2.21944977,,,,,,,,,,,,,,,,,86.99,,83.81670702,85.34126984,106.7904971,,,,95.95444099,99.98856998,99.32137318,,642545,Jaime Barria,SP,R,R,LAA,27,4.035,-0.685379505,,,0,,,CLE,1.0,0.0,
18498,Kenta Maeda,MIN,6,8,0,21,20,104.1,10.09265179,2.415335471,1.466453679,0.292775665,0.74110672,0.326086956,0.129770992,4.226837074,3.74,4.021813525,3.979536334,1.604391124,0.27310182,90.99493987,1.472566761,0.00117716,82.45614624,-0.101517998,0.06533255,90.29706085,-0.811264127,,,,0.30488523,81.62919776,-0.217553873,0.03649205,76.43087892,-1.486445159,,,,0.31901118,84.11304927,8.666439041,,,,,,,,,93.76774194,75.722103,73.44036697,105.4838462,,,138.3020295,105.3057918,102.9417118,102.0919694,,628317,Kenta Maeda,SP,R,R,MIN,36,8.0,1.604391098,,2.0,24000000,12000000.0,,DET,2.0,24000000.0,12000000.0
18674,Jake Woodford,STL,2,3,0,15,8,47.2,5.475525096,4.153846625,2.076923312,0.318471338,0.73654391,0.511904761,0.229166666,6.230769937,7.04,6.611684097,5.2765976,-0.596919804,0.06160616,92.74677168,-6.845903732,0.05610561,90.21653598,-1.338144109,0.50935094,92.11912797,-2.704231758,0.03960396,86.19113329,0.03513727,0.23212321,81.84459234,-2.09163614,0.10121012,76.33682384,-3.319736376,,,,,,,,,,,,,,61.08783784,88.45434783,81.65612903,87.33888432,104.4581398,,94.07647059,,89.56313822,99.20551629,96.43158221,,663765,Jake Woodford,SP,R,R,STL,27,3.048,-0.596919775,,,0,,,CHW,1.0,0.0,
18694,Kolby Allard,ATL,0,1,0,4,3,12.1,9.486487465,2.91891922,1.45945961,0.378378378,0.63953488,0.307692307,0.117647058,6.567568245,5.44,4.228013433,4.398849652,0.167609682,0.45226131,90.54247911,-0.860233486,0.22110553,82.93365479,-0.330509663,,,,0.09045226,82.63047409,-1.059669588,,,,0.2361809,72.65935435,0.802083097,,,,,,,,,,,,,,72.89444444,68.28085106,64.00555556,,,,101.4454545,,74.09692818,101.6016878,94.05409392,,663465,Kolby Allard,SP,L,L,ATL,26,3.162,0.167609692,,,0,,,PHI,1.0,1000000.0,1000000.0
19206,Dakota Hudson,STL,6,3,0,18,12,81.1,4.979508275,3.762295141,0.995901655,0.303846154,0.71057192,0.514925373,0.123287671,4.979508275,6.0,5.062417437,5.107843807,0.300459266,0.2110858,91.28746066,0.269355185,0.32118451,85.36797475,-2.829569932,0.38572513,91.77242826,1.148436725,0.02505695,84.54245827,-1.471418582,0.05694761,81.60528971,-0.535083666,,,,,,,,,,,,,,,,,85.196875,80.92465753,81.35205479,81.01690141,119.6037825,,,,93.60841339,96.1719692,91.17286169,,641712,Dakota Hudson,SP,R,R,STL,29,4.156,0.300459266,,,0,,,COL,1.0,1500000.0,1500000.0
19316,Eric Lauer,MIL,4,6,0,10,9,46.2,8.292857425,4.628571586,3.085714391,0.296875,0.70143885,0.25,0.216216216,6.55714308,7.54,7.412183358,5.576783934,-0.834185399,0.43127962,91.16527381,-3.537390016,0.35545024,87.08255859,-5.909244936,,,,0.007109,83.18186696,-1.060603436,0.08175355,82.89029019,0.989625927,0.12440758,75.68814755,-6.685764935,,,,,,,,,,,,,,59.08333333,89.06,79.04657534,,89.41060606,,81.54900662,,82.2196674,96.75462377,90.17014826,,641778,Eric Lauer,SP,R,L,MIL,29,4.111,-0.834185362,,,0,,,PIT,1.0,0.0,
19618,Jordan Hicks,- - -,3,9,12,65,0,65.2,11.10152424,4.385787354,0.548223419,0.323170732,0.7208238,0.583333333,0.108108108,3.289340516,3.3,3.224583503,3.364289331,1.087539226,0.10771993,100.3424235,0.18229406,,,,0.6427289,100.1788746,7.532390859,,,,0.23339318,86.9181434,-1.303141039,,,,,,,0.01615799,91.54814317,0.408427,,,,,,,,,,135.9757251,116.0380799,150.2330769,,,,127.6001192,95.88122504,102.6147414,,663855,Jordan Hicks,SP,R,R,TOR,27,6.0,1.087539196,,3.0,27000000,9000000.0,,SFG,4.0,44000000.0,11000000.0
19979,Zach Plesac,CLE,1,1,0,5,5,21.1,5.906250352,2.109375126,1.265625075,0.409638554,0.58201058,0.511904761,0.125,7.593750453,5.48,4.473790432,4.505686157,0.243904799,0.3972973,91.44182478,-5.162729617,,,,,,,0.15405405,84.076446,-2.928514279,0.40810811,85.12276878,-1.558973942,0.04054054,79.25572917,-0.478312045,,,,,,,,,,,,,,71.28421053,126.3266667,62.78231293,,97.76622517,,,,80.96,102.8254054,97.70162162,,668676,Zach Plesac,SP,R,R,CLE,29,3.121,0.243904799,,,0,,,LAA,1.0,1000000.0,1000000.0
31839,Shintaro Fujinami,- - -,7,8,2,64,7,79.0,9.455698029,5.126583269,1.025316654,0.300469484,0.53380783,0.4009009,0.097826086,7.177216576,4.8,4.609471001,5.053880724,0.210900821,0.56410256,98.53345466,1.153250918,0.15669516,88.32983398,3.307116453,0.002849,97.93157578,-0.468318954,,,,0.07336182,84.47294424,-1.862772148,0.00071225,75.42320251,-0.815494359,,,,0.2022792,92.92089672,-4.057343494,,,,,,,,,-278.7,107.2047859,,118.141454,,94.43303965,138.0494624,112.2931437,91.56815283,94.2611165,,660261,Shintaro Fujinami,RP,R,R,BAL,30,1.0,0.210900813,,,0,,,NYM,1.0,3350000.0,3350000.0
